CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13035,74,2,921.88,2,2,3,223,0,At Risk
13037,138,3,881.07,2,3,3,233,0,At Risk
13038,80,3,908.46,2,3,3,233,0,At Risk
13040,9,2,676.99,5,2,3,523,0,At Risk
13043,273,1,516.42,1,1,3,113,2,Lost
13044,291,1,560.47,1,1,3,113,2,Lost
13045,99,1,305.28000000000003,2,1,2,212,0,At Risk
13046,31,2,629.31,4,2,3,423,0,At Risk
13047,32,10,3237.54,4,5,5,455,0,At Risk
13048,14,4,1835.91,4,4,4,444,0,At Risk
13049,64,2,656.6800000000001,3,2,3,323,0,At Risk
13050,15,17,5836.86,4,5,5,455,3,Promising
13052,212,1,348.15000000000003,1,1,2,112,2,Lost
13055,78,3,1214.41,2,3,4,234,0,At Risk
13058,25,3,271.40000000000003,4,3,2,432,0,At Risk
13059,250,1,183.4,1,1,1,111,2,Lost
13060,254,1,307.53000000000003,1,1,2,112,2,Lost
13061,72,1,248.61,3,1,1,311,0,At Risk
13062,191,1,346.98,1,1,2,112,2,Lost
13064,13,4,1119.49,5,4,4,544,0,At Risk
13065,373,1,205.86,1,1,1,111,2,Lost
13066,24,2,470.8,4,2,2,422,0,At Risk
13067,82,1,115.46,2,1,1,211,0,At Risk
13068,10,2,344.0,5,2,2,522,0,At Risk
13069,1,24,4436.12,5,5,5,555,3,Promising
13070,192,1,228.8,1,1,1,111,2,Lost
13072,267,1,177.15,1,1,1,111,2,Lost
13075,130,1,919.61,2,1,3,213,0,At Risk
13077,1,4,729.27,5,4,3,543,0,At Risk
13078,3,26,12627.94,5,5,5,555,3,Promising
13079,4,5,220.1,5,4,1,541,0,At Risk
13080,179,1,58.08,2,1,1,211,2,Lost
13081,12,11,28337.38,5,5,5,555,3,Promising
13082,126,9,3613.63,2,5,5,255,0,At Risk
13083,4,2,303.75,5,2,2,522,0,At Risk
13085,158,2,416.08,2,2,2,222,2,Lost
13089,3,97,58825.83,5,5,5,555,1,Champions
13090,9,14,8910.82,5,5,5,555,3,Promising
13091,28,1,345.82,4,1,2,412,0,At Risk
13092,71,5,477.83,3,4,2,342,0,At Risk
13093,276,8,7832.47,1,5,5,155,2,Lost
13094,21,12,1927.32,4,5,4,454,0,At Risk
13095,71,1,74.39999999999999,3,1,1,311,0,At Risk
13097,33,10,6010.42,4,5,5,455,0,At Risk
13098,1,28,28882.44,5,5,5,555,3,Promising
13099,99,1,207.36,2,1,1,211,0,At Risk
13101,234,1,101.19,1,1,1,111,2,Lost
13102,1,24,6424.09,5,5,5,555,3,Promising
13103,40,1,243.94,3,1,1,311,0,At Risk
13104,3,6,1098.48,5,5,4,554,0,At Risk
13106,133,1,76.5,2,1,1,211,0,At Risk
13107,44,4,1531.62,3,4,4,344,0,At Risk
13108,373,1,350.06,1,1,2,112,2,Lost
13109,60,2,786.54,3,2,3,323,0,At Risk
13110,31,7,1488.67,4,5,4,454,0,At Risk
13113,1,24,12245.96,5,5,5,555,3,Promising
13115,12,4,2294.78,5,4,5,545,0,At Risk
13116,138,1,501.14,2,1,3,213,0,At Risk
13117,22,8,984.91,4,5,4,454,0,At Risk
13118,20,5,1197.81,4,4,4,444,0,At Risk
13120,239,1,30.6,1,1,1,111,2,Lost
13121,269,1,283.73,1,1,2,112,2,Lost
13122,94,2,922.39,2,2,3,223,0,At Risk
13124,90,3,3866.33,2,3,5,235,0,At Risk
13126,5,8,2099.64,5,5,5,555,0,At Risk
13127,78,1,259.17,2,1,2,212,0,At Risk
13130,94,1,64.0,2,1,1,211,0,At Risk
13131,23,3,1073.3,4,3,4,434,0,At Risk
13132,262,1,77.3,1,1,1,111,2,Lost
13133,274,2,109.8,1,2,1,121,2,Lost
13134,86,4,1793.58,2,4,4,244,0,At Risk
13135,197,1,3096.0,1,1,5,115,2,Lost
13136,56,5,2607.61,3,4,5,345,0,At Risk
13137,11,8,3650.41,5,5,5,555,0,At Risk
13138,22,6,962.39,4,5,4,454,0,At Risk
13139,16,7,5064.9400000000005,4,5,5,455,0,At Risk
13140,108,3,423.72,2,3,2,232,0,At Risk
13141,85,5,2388.75,2,4,5,245,0,At Risk
13142,19,1,307.09000000000003,4,1,2,412,0,At Risk
13144,333,1,110.95,1,1,1,111,2,Lost
13145,40,4,618.52,3,4,3,343,0,At Risk
13146,26,1,228.91,4,1,1,411,0,At Risk
13147,10,4,712.8,5,4,3,543,0,At Risk
13148,29,12,3707.12,4,5,5,455,0,At Risk
13149,14,4,1676.06,4,4,4,444,0,At Risk
13151,296,1,1257.87,1,1,4,114,2,Lost
13153,6,1,486.22,5,1,2,512,0,At Risk
13155,33,4,971.76,4,4,4,444,0,At Risk
13157,49,4,1741.22,3,4,4,344,0,At Risk
13158,95,4,1201.06,2,4,4,244,0,At Risk
13159,9,4,1437.85,5,4,4,544,0,At Risk
13160,22,1,91.8,4,1,1,411,0,At Risk
13161,313,1,112.75,1,1,1,111,2,Lost
13162,122,4,1688.29,2,4,4,244,0,At Risk
13165,46,2,1021.48,3,2,4,324,0,At Risk
13166,283,1,417.2,1,1,2,112,2,Lost
13167,19,4,791.33,4,4,3,443,0,At Risk
13168,36,4,1319.19,3,4,4,344,0,At Risk
13169,64,2,712.88,3,2,3,323,0,At Risk
13170,27,1,116.01,4,1,1,411,0,At Risk
13171,22,3,468.41,4,3,2,432,0,At Risk
13173,4,2,353.65000000000003,5,2,2,522,0,At Risk
13174,16,3,2817.03,4,3,5,435,0,At Risk
13176,46,1,492.84,3,1,3,313,0,At Risk
13177,65,1,282.45,3,1,2,312,0,At Risk
13178,26,11,5725.47,4,5,5,455,0,At Risk
13182,45,1,121.18,3,1,1,311,0,At Risk
13183,8,9,3957.78,5,5,5,555,0,At Risk
13184,15,10,1701.29,4,5,4,454,0,At Risk
13185,268,1,71.4,1,1,1,111,2,Lost
13186,40,3,1575.89,3,3,4,334,0,At Risk
13187,337,1,236.02,1,1,1,111,2,Lost
13188,11,1,114.6,5,1,1,511,0,At Risk
13189,19,2,260.68,4,2,2,422,0,At Risk
13192,95,2,911.94,2,2,3,223,0,At Risk
13193,61,1,117.88,3,1,1,311,0,At Risk
13194,136,1,60.7,2,1,1,211,0,At Risk
13196,11,4,1797.78,5,4,4,544,0,At Risk
13198,10,6,3401.24,5,5,5,555,0,At Risk
13199,4,38,9817.12,5,5,5,555,3,Promising
13200,19,4,870.09,4,4,3,443,0,At Risk
13203,10,4,869.46,5,4,3,543,0,At Risk
13207,15,2,250.26,4,2,1,421,0,At Risk
13208,59,6,1223.9,3,5,4,354,0,At Risk
13209,30,8,5891.61,4,5,5,455,0,At Risk
13210,94,1,353.48,2,1,2,212,0,At Risk
13211,10,3,1197.42,5,3,4,534,0,At Risk
13212,20,3,788.08,4,3,3,433,0,At Risk
13213,57,5,1520.58,3,4,4,344,0,At Risk
13216,268,1,333.74,1,1,2,112,2,Lost
13217,122,3,533.98,2,3,3,233,0,At Risk
13218,127,1,62.64,2,1,1,211,0,At Risk
13220,78,4,819.2900000000001,2,4,3,243,0,At Risk
13221,240,2,847.41,1,2,3,123,2,Lost
13223,200,2,163.2,1,2,1,121,2,Lost
13224,60,2,2155.95,3,2,5,325,0,At Risk
13225,3,7,6463.84,5,5,5,555,0,At Risk
13226,273,1,108.21,1,1,1,111,2,Lost
13227,202,1,257.7,1,1,2,112,2,Lost
13228,81,1,358.0,2,1,2,212,0,At Risk
13229,226,1,160.95,1,1,1,111,2,Lost
13230,4,14,2806.97,5,5,5,555,0,At Risk
13232,13,7,1357.6,5,5,4,554,0,At Risk
13233,74,2,605.12,2,2,3,223,0,At Risk
13235,212,1,1031.07,1,1,4,114,2,Lost
13236,25,2,744.85,4,2,3,423,0,At Risk
13238,17,4,700.73,4,4,3,443,0,At Risk
13239,262,1,329.56,1,1,2,112,2,Lost
13240,96,4,663.65,2,4,3,243,0,At Risk
13242,112,3,270.40000000000003,2,3,2,232,0,At Risk
13243,203,1,600.07,1,1,3,113,2,Lost
13244,93,1,121.74,2,1,1,211,0,At Risk
13245,51,1,430.5,3,1,2,312,0,At Risk
13246,18,6,1987.3,4,5,4,454,0,At Risk
13247,18,4,501.12,4,4,3,443,0,At Risk
13248,125,2,465.68,2,2,2,222,0,At Risk
13249,92,3,711.41,2,3,3,233,0,At Risk
13253,157,2,1030.4,2,2,4,224,2,Lost
13255,9,2,399.51,5,2,2,522,0,At Risk
13258,12,3,698.5799999999999,5,3,3,533,0,At Risk
13259,62,1,292.32,3,1,2,312,0,At Risk
13260,61,1,557.62,3,1,3,313,0,At Risk
13261,269,2,944.1,1,2,4,124,2,Lost
13262,263,1,200.29,1,1,1,111,2,Lost
13263,1,35,7454.07,5,5,5,555,3,Promising
13265,53,5,2107.66,3,4,5,345,0,At Risk
13266,11,12,3834.26,5,5,5,555,0,At Risk
13267,3,19,4521.49,5,5,5,555,3,Promising
13268,18,11,3214.69,4,5,5,455,0,At Risk
13269,1,15,5346.2300000000005,5,5,5,555,3,Promising
13270,366,1,590.0,1,1,3,113,2,Lost
13271,37,1,217.38,3,1,1,311,0,At Risk
13272,31,2,276.56,4,2,2,422,0,At Risk
13273,113,1,138.98,2,1,1,211,0,At Risk
13276,64,2,590.9300000000001,3,2,3,323,0,At Risk
13277,16,4,258.4,4,4,2,442,0,At Risk
13278,41,1,542.73,3,1,3,313,0,At Risk
13279,78,1,137.75,2,1,1,211,0,At Risk
13280,122,3,814.86,2,3,3,233,0,At Risk
13282,18,3,1132.14,4,3,4,434,0,At Risk
13283,60,2,93.66,3,2,1,321,0,At Risk
13284,331,1,201.19,1,1,1,111,2,Lost
13285,23,4,2709.12,4,4,5,445,0,At Risk
13291,156,1,361.11,2,1,2,212,2,Lost
13292,39,2,578.94,3,2,3,323,0,At Risk
13294,190,2,873.74,1,2,3,123,2,Lost
13295,360,1,201.2,1,1,1,111,2,Lost
13296,137,1,87.4,2,1,1,211,0,At Risk
13297,8,4,2089.85,5,4,5,545,0,At Risk
13298,1,1,360.0,5,1,2,512,0,At Risk
13299,268,1,142.5,1,1,1,111,2,Lost
13300,169,1,371.89,2,1,2,212,2,Lost
13301,104,4,618.09,2,4,3,243,0,At Risk
13302,155,1,63.75,2,1,1,211,2,Lost
13304,351,1,300.42,1,1,2,112,2,Lost
13305,4,10,2000.86,5,5,4,554,0,At Risk
13307,120,1,15.0,2,1,1,211,0,At Risk
13308,23,3,1385.51,4,3,4,434,0,At Risk
13309,7,5,1456.79,5,4,4,544,0,At Risk
13310,28,3,1132.03,4,3,4,434,0,At Risk
13311,4,2,598.57,5,2,3,523,0,At Risk
13313,22,5,1555.3200000000002,4,4,4,444,0,At Risk
13314,2,3,775.94,5,3,3,533,0,At Risk
13316,37,4,5977.73,3,4,5,345,0,At Risk
13317,66,6,2273.68,3,5,5,355,0,At Risk
13318,1,3,640.76,5,3,3,533,0,At Risk
13319,5,26,10845.55,5,5,5,555,3,Promising
13320,78,4,1548.7,2,4,4,244,0,At Risk
13321,72,2,567.36,3,2,3,323,0,At Risk
13322,17,1,199.48,4,1,1,411,0,At Risk
13323,3,5,787.85,5,4,3,543,0,At Risk
13324,36,10,7121.95,3,5,5,355,0,At Risk
13325,82,1,675.3,2,1,3,213,0,At Risk
13327,39,8,3627.77,3,5,5,355,0,At Risk
13328,316,1,1308.48,1,1,4,114,2,Lost
13329,32,2,789.0,4,2,3,423,0,At Risk
13330,93,3,1140.93,2,3,4,234,0,At Risk
13332,14,1,350.90000000000003,4,1,2,412,0,At Risk
13334,82,3,3536.82,2,3,5,235,0,At Risk
13336,77,1,795.12,2,1,3,213,0,At Risk
13338,158,1,487.02,2,1,2,212,2,Lost
13339,201,1,860.12,1,1,3,113,2,Lost
13340,45,7,10736.48,3,5,5,355,0,At Risk
13341,261,1,775.85,1,1,3,113,2,Lost
13343,178,1,353.43,2,1,2,212,2,Lost
13344,68,3,2543.7200000000003,3,3,5,335,0,At Risk
13345,288,1,389.5,1,1,2,112,2,Lost
13347,70,1,341.36,3,1,2,312,0,At Risk
13348,64,1,233.76,3,1,1,311,0,At Risk
13349,11,1,247.32,5,1,1,511,0,At Risk
13350,16,2,979.12,4,2,4,424,0,At Risk
13351,66,1,373.94,3,1,2,312,0,At Risk
13352,60,1,397.98,3,1,2,312,0,At Risk
13354,71,1,743.53,3,1,3,313,0,At Risk
13355,122,1,674.7,2,1,3,213,0,At Risk
13356,80,1,768.24,2,1,3,213,0,At Risk
13357,257,1,609.95,1,1,3,113,2,Lost
13358,269,1,439.03,1,1,2,112,2,Lost
13359,64,1,439.56,3,1,2,312,0,At Risk
13362,9,4,3090.74,5,4,5,545,0,At Risk
13363,18,2,992.5,4,2,4,424,0,At Risk
13364,71,1,134.96,3,1,1,311,0,At Risk
13365,34,2,2225.37,3,2,5,325,0,At Risk
13366,50,1,56.16,3,1,1,311,0,At Risk
13368,257,2,623.4,1,2,3,123,2,Lost
13369,366,1,308.28000000000003,1,1,2,112,2,Lost
13370,372,1,754.87,1,1,3,113,2,Lost
13372,90,1,378.64,2,1,2,212,0,At Risk
13373,61,3,3312.25,3,3,5,335,0,At Risk
13375,89,1,778.65,2,1,3,213,0,At Risk
13376,99,3,1019.76,2,3,4,234,0,At Risk
13379,26,3,572.56,4,3,3,433,0,At Risk
13381,32,6,3639.31,4,5,5,455,0,At Risk
13382,281,1,222.99,1,1,1,111,2,Lost
13384,31,7,4151.93,4,5,5,455,0,At Risk
13385,330,1,534.57,1,1,3,113,2,Lost
13388,131,2,677.1,2,2,3,223,0,At Risk
13389,11,3,797.96,5,3,3,533,0,At Risk
13390,75,1,544.08,2,1,3,213,0,At Risk
13391,204,1,59.8,1,1,1,111,2,Lost
13394,2,8,2520.02,5,5,5,555,0,At Risk
13395,185,1,307.72,1,1,2,112,2,Lost
13396,29,2,1360.99,4,2,4,424,0,At Risk
13397,73,5,1544.13,2,4,4,244,0,At Risk
13398,192,1,457.34,1,1,2,112,2,Lost
13402,127,2,621.23,2,2,3,223,0,At Risk
13403,18,1,75.0,4,1,1,411,0,At Risk
13404,1,2,252.49,5,2,2,522,0,At Risk
13405,74,3,572.451,2,3,3,233,0,At Risk
13408,2,62,28117.04,5,5,5,555,3,Promising
13410,24,5,1003.06,4,4,4,444,0,At Risk
13411,107,1,213.55,2,1,1,211,0,At Risk
13414,134,3,1390.5,2,3,4,234,0,At Risk
13416,44,2,712.5,3,2,3,323,0,At Risk
13417,5,2,640.83,5,2,3,523,0,At Risk
13418,12,18,6127.43,5,5,5,555,3,Promising
13419,64,1,221.06,3,1,1,311,0,At Risk
13420,150,2,159.85,2,2,1,221,2,Lost
13421,40,2,1851.08,3,2,4,324,0,At Risk
13422,64,1,2626.3,3,1,5,315,0,At Risk
13425,108,3,1624.21,2,3,4,234,0,At Risk
13426,1,10,3641.32,5,5,5,555,0,At Risk
13427,19,3,582.6,4,3,3,433,0,At Risk
13428,10,1,218.47,5,1,1,511,0,At Risk
13429,11,4,1006.8,5,4,4,544,0,At Risk
13430,19,2,679.45,4,2,3,423,0,At Risk
13431,67,2,1269.1,3,2,4,324,0,At Risk
13434,74,2,534.24,2,2,3,223,0,At Risk
13435,5,7,3809.89,5,5,5,555,0,At Risk
13436,2,1,196.89,5,1,1,511,0,At Risk
13437,14,7,3408.06,4,5,5,455,0,At Risk
13439,255,1,283.71,1,1,2,112,2,Lost
13441,92,1,296.64,2,1,2,212,0,At Risk
13447,23,3,1129.14,4,3,4,434,0,At Risk
13448,17,6,3539.3700000000003,4,5,5,455,0,At Risk
13449,24,1,291.88,4,1,2,412,0,At Risk
13450,27,6,2043.72,4,5,4,454,0,At Risk
13451,26,5,2976.15,4,4,5,445,0,At Risk
13452,259,2,590.0,1,2,3,123,2,Lost
13453,166,2,356.98,2,2,2,222,2,Lost
13455,25,2,1058.34,4,2,4,424,0,At Risk
13456,18,6,1766.72,4,5,4,454,0,At Risk
13458,7,14,9646.57,5,5,5,555,3,Promising
13460,29,2,183.44,4,2,1,421,0,At Risk
13461,39,3,1445.0,3,3,4,334,0,At Risk
13462,253,1,151.5,1,1,1,111,2,Lost
13464,58,1,674.68,3,1,3,313,0,At Risk
13466,184,1,307.90000000000003,1,1,2,112,2,Lost
13467,11,2,1083.71,5,2,4,524,0,At Risk
13468,2,37,5704.97,5,5,5,555,3,Promising
13470,99,2,165.0,2,2,1,221,0,At Risk
13471,1,4,2531.58,5,4,5,545,0,At Risk
13473,61,2,422.64,3,2,2,322,0,At Risk
13474,236,1,229.59,1,1,1,111,2,Lost
13475,191,4,1431.78,1,4,4,144,2,Lost
13476,179,2,1238.47,2,2,4,224,2,Lost
13477,38,6,1454.58,3,5,4,354,0,At Risk
13479,201,2,300.95,1,2,2,122,2,Lost
13481,46,5,1804.56,3,4,4,344,0,At Risk
13482,232,1,184.64,1,1,1,111,2,Lost
13483,66,1,140.34,3,1,1,311,0,At Risk
13484,241,1,313.8,1,1,2,112,2,Lost
13485,233,1,454.24,1,1,2,112,2,Lost
13486,78,3,1122.41,2,3,4,234,0,At Risk
13487,58,3,575.4,3,3,3,333,0,At Risk
13488,17,13,8968.31,4,5,5,455,3,Promising
13489,105,4,449.52,2,4,2,242,0,At Risk
13491,52,10,1215.82,3,5,4,354,0,At Risk
13492,136,3,1269.84,2,3,4,234,0,At Risk
13493,275,2,618.63,1,2,3,123,2,Lost
13494,312,1,316.26000000000005,1,1,2,112,2,Lost
13495,8,5,2044.87,5,4,4,544,0,At Risk
13496,11,2,653.33,5,2,3,523,0,At Risk
13497,283,2,348.05,1,2,2,122,2,Lost
13499,18,5,1159.11,4,4,4,444,0,At Risk
13500,23,3,1166.77,4,3,4,434,0,At Risk
13501,288,1,1340.32,1,1,4,114,2,Lost
13502,17,3,292.0,4,3,2,432,0,At Risk
13503,71,1,216.85,3,1,1,311,0,At Risk
13504,64,1,295.93,3,1,2,312,0,At Risk
13505,73,4,4393.63,2,4,5,245,0,At Risk
13506,316,2,458.52,1,2,2,122,2,Lost
13507,3,4,2479.16,5,4,5,545,0,At Risk
13508,244,1,110.97,1,1,1,111,2,Lost
13509,9,7,979.72,5,5,4,554,0,At Risk
13510,1,4,1791.56,5,4,4,544,0,At Risk
13512,261,1,251.21,1,1,2,112,2,Lost
13513,127,1,205.1,2,1,1,211,0,At Risk
13514,74,1,152.20000000000002,2,1,1,211,0,At Risk
13515,73,4,891.12,2,4,3,243,0,At Risk
13516,21,3,1389.41,4,3,4,434,0,At Risk
13517,60,3,2128.42,3,3,5,335,0,At Risk
13518,86,1,659.44,2,1,3,213,0,At Risk
13519,78,1,122.75,2,1,1,211,0,At Risk
13520,59,6,3624.35,3,5,5,355,0,At Risk
13521,1,3,1093.65,5,3,4,534,0,At Risk
13522,30,1,125.8,4,1,1,411,0,At Risk
13523,33,5,3964.88,4,4,5,445,0,At Risk
13524,41,5,680.1800000000001,3,4,3,343,0,At Risk
13525,15,2,628.78,4,2,3,423,0,At Risk
13527,34,7,2287.51,3,5,5,355,0,At Risk
13529,79,2,307.76,2,2,2,222,0,At Risk
13531,205,2,483.8,1,2,2,122,2,Lost
13532,34,1,210.31,3,1,1,311,0,At Risk
13533,183,3,270.79,1,3,2,132,2,Lost
13534,2,25,5870.08,5,5,5,555,3,Promising
13536,1,7,3448.29,5,5,5,555,0,At Risk
13538,43,7,1280.85,3,5,4,354,0,At Risk
13539,86,3,631.34,2,3,3,233,0,At Risk
13544,40,2,291.41,3,2,2,322,0,At Risk
13546,12,3,626.99,5,3,3,533,0,At Risk
13548,96,2,682.41,2,2,3,223,0,At Risk
13549,26,7,918.2,4,5,3,453,0,At Risk
13551,319,1,91.8,1,1,1,111,2,Lost
13552,66,12,3740.07,3,5,5,355,0,At Risk
13555,74,4,4149.28,2,4,5,245,0,At Risk
13557,28,2,584.0600000000001,4,2,3,423,0,At Risk
13558,6,4,605.06,5,4,3,543,0,At Risk
13560,7,1,174.37,5,1,1,511,0,At Risk
13561,216,1,141.86,1,1,1,111,2,Lost
13562,82,3,1799.3300000000002,2,3,4,234,0,At Risk
13563,84,2,777.53,2,2,3,223,0,At Risk
13564,144,3,1749.02,2,3,4,234,0,At Risk
13565,19,2,240.22,4,2,1,421,0,At Risk
13566,41,2,874.71,3,2,3,323,0,At Risk
13568,173,1,192.85,2,1,1,211,2,Lost
13569,17,2,373.75,4,2,2,422,0,At Risk
13570,243,1,239.49,1,1,1,111,2,Lost
13571,13,12,2092.32,5,5,5,555,0,At Risk
13572,206,1,1384.25,1,1,4,114,2,Lost
13573,50,2,294.40000000000003,3,2,2,322,0,At Risk
13575,23,5,732.07,4,4,3,443,0,At Risk
13576,10,18,6717.34,5,5,5,555,3,Promising
13577,25,4,1687.6,4,4,4,444,0,At Risk
13579,15,2,467.04,4,2,2,422,0,At Risk
13581,309,1,118.0,1,1,1,111,2,Lost
13583,156,1,781.03,2,1,3,213,2,Lost
13584,307,1,142.4,1,1,1,111,2,Lost
13587,64,1,712.4,3,1,3,313,0,At Risk
13588,16,9,2478.95,4,5,5,455,0,At Risk
13589,15,2,379.65,4,2,2,422,0,At Risk
13590,11,6,1981.92,5,5,4,554,0,At Risk
13591,65,3,1117.13,3,3,4,334,0,At Risk
13592,36,4,247.96,3,4,1,341,0,At Risk
13593,108,5,2037.08,2,4,4,244,0,At Risk
13594,53,1,396.97,3,1,2,312,0,At Risk
13596,6,2,697.04,5,2,3,523,0,At Risk
13598,47,1,180.17,3,1,1,311,0,At Risk
13599,1,21,5153.67,5,5,5,555,3,Promising
13600,312,1,219.52,1,1,1,111,2,Lost
13601,45,2,693.32,3,2,3,323,0,At Risk
13602,65,1,428.89,3,1,2,312,0,At Risk
13603,26,1,164.34,4,1,1,411,0,At Risk
13606,29,3,280.54,4,3,2,432,0,At Risk
13607,40,1,678.01,3,1,3,313,0,At Risk
13610,12,7,1131.88,5,5,4,554,0,At Risk
13611,89,3,1171.8,2,3,4,234,0,At Risk
13614,24,4,1610.46,4,4,4,444,0,At Risk
13615,319,1,417.69,1,1,2,112,2,Lost
13617,40,3,544.18,3,3,3,333,0,At Risk
13618,174,1,177.34,2,1,1,211,2,Lost
13621,117,1,213.85,2,1,1,211,0,At Risk
13623,31,5,747.78,4,4,3,443,0,At Risk
13626,253,1,257.23,1,1,2,112,2,Lost
13627,59,5,1638.47,3,4,4,344,0,At Risk
13629,23,11,7792.36,4,5,5,455,0,At Risk
13630,5,7,2031.78,5,5,4,554,0,At Risk
13631,100,11,3070.42,2,5,5,255,0,At Risk
13632,25,5,2121.27,4,4,5,445,0,At Risk
13634,33,5,1575.16,4,4,4,444,0,At Risk
13635,68,1,1071.03,3,1,4,314,0,At Risk
13636,37,5,949.12,3,4,4,344,0,At Risk
13637,52,3,810.5,3,3,3,333,0,At Risk
13638,16,1,122.64,4,1,1,411,0,At Risk
13639,74,1,1033.34,2,1,4,214,0,At Risk
13642,216,1,354.8,1,1,2,112,2,Lost
13643,31,3,519.44,4,3,3,433,0,At Risk
13644,16,4,2624.26,4,4,5,445,0,At Risk
13645,120,1,252.1,2,1,2,212,0,At Risk
13647,10,4,1678.12,5,4,4,544,0,At Risk
13649,257,2,346.6,1,2,2,122,2,Lost
13650,17,6,1836.34,4,5,4,454,0,At Risk
13651,35,2,94.2,3,2,1,321,0,At Risk
13652,46,3,1095.08,3,3,4,334,0,At Risk
13654,43,6,2707.33,3,5,5,355,0,At Risk
13655,114,2,932.97,2,2,3,223,0,At Risk
13656,165,2,379.65,2,2,2,222,2,Lost
13657,11,2,382.14,5,2,2,522,0,At Risk
13658,10,5,2639.17,5,4,5,545,0,At Risk
13659,206,2,1573.2,1,2,4,124,2,Lost
13662,86,3,897.76,2,3,3,233,0,At Risk
13663,179,1,189.47,2,1,1,211,2,Lost
13666,60,3,84.65,3,3,1,331,0,At Risk
13667,149,1,305.02,2,1,2,212,2,Lost
13668,3,21,6363.59,5,5,5,555,3,Promising
13669,51,2,218.55,3,2,1,321,0,At Risk
13670,75,1,349.7,2,1,2,212,0,At Risk
13672,301,2,186.39,1,2,1,121,2,Lost
13673,19,2,396.92,4,2,2,422,0,At Risk
13675,151,2,486.8200000000001,2,2,2,222,2,Lost
13678,152,1,232.6,2,1,1,211,2,Lost
13680,1,4,3722.42,5,4,5,545,0,At Risk
13681,18,4,827.83,4,4,3,443,0,At Risk
13682,187,1,59.5,1,1,1,111,2,Lost
13684,286,1,67.23,1,1,1,111,2,Lost
13685,3,7,3119.44,5,5,5,555,0,At Risk
13686,183,1,72.0,1,1,1,111,2,Lost
13689,63,1,910.0,3,1,3,313,0,At Risk
13690,59,1,172.25,3,1,1,311,0,At Risk
13692,25,3,1488.32,4,3,4,434,0,At Risk
13694,4,50,65039.62,5,5,5,555,3,Promising
13695,31,15,2504.13,4,5,5,455,3,Promising
13697,39,1,151.3,3,1,1,311,0,At Risk
13699,155,1,308.58000000000004,2,1,2,212,2,Lost
13700,26,10,2265.12,4,5,5,455,0,At Risk
13703,318,1,99.5,1,1,1,111,2,Lost
13704,5,9,2308.06,5,5,5,555,0,At Risk
13705,8,3,711.86,5,3,3,533,0,At Risk
13706,303,1,330.79,1,1,2,112,2,Lost
13707,267,2,806.41,1,2,3,123,2,Lost
13708,271,1,296.88,1,1,2,112,2,Lost
13709,4,13,6328.05,5,5,5,555,3,Promising
13710,32,1,180.48,4,1,1,411,0,At Risk
13711,219,2,252.06,1,2,2,122,2,Lost
13712,247,1,228.84,1,1,1,111,2,Lost
13715,281,5,1079.34,1,4,4,144,2,Lost
13716,269,1,138.28,1,1,1,111,2,Lost
13717,32,6,1445.01,4,5,4,454,0,At Risk
13718,246,2,306.55,1,2,2,122,2,Lost
13719,15,5,1041.68,4,4,4,444,0,At Risk
13720,117,4,799.9,2,4,3,243,0,At Risk
13721,36,1,524.14,3,1,3,313,0,At Risk
13722,132,3,2375.41,2,3,5,235,0,At Risk
13723,217,1,199.85,1,1,1,111,2,Lost
13725,50,8,1980.56,3,5,4,354,0,At Risk
13726,39,2,1079.66,3,2,4,324,0,At Risk
13727,29,2,333.48,4,2,2,422,0,At Risk
13728,37,6,1016.14,3,5,4,354,0,At Risk
13730,136,2,752.6,2,2,3,223,0,At Risk
13731,219,2,610.59,1,2,3,123,2,Lost
13732,28,1,491.86,4,1,3,413,0,At Risk
13735,25,4,2885.24,4,4,5,445,0,At Risk
13736,5,2,731.9,5,2,3,523,0,At Risk
13737,200,1,339.6,1,1,2,112,2,Lost
13739,18,1,216.9,4,1,1,411,0,At Risk
13740,241,1,350.75,1,1,2,112,2,Lost
13741,72,3,668.4300000000001,3,3,3,333,0,At Risk
13742,17,12,3131.02,4,5,5,455,0,At Risk
13743,3,7,1341.6,5,5,4,554,0,At Risk
13744,95,2,1156.36,2,2,4,224,0,At Risk
13745,162,1,300.04,2,1,2,212,2,Lost
13747,374,1,79.6,1,1,1,111,2,Lost
13748,96,5,948.25,2,4,4,244,0,At Risk
13750,54,5,1647.26,3,4,4,344,0,At Risk
13751,288,1,296.25,1,1,2,112,2,Lost
13752,124,6,1186.28,2,5,4,254,0,At Risk
13753,288,1,741.26,1,1,3,113,2,Lost
13754,152,2,282.6,2,2,2,222,2,Lost
13755,4,9,2161.35,5,5,5,555,0,At Risk
13756,2,14,5189.52,5,5,5,555,3,Promising
13758,12,7,3190.55,5,5,5,555,0,At Risk
13759,33,2,659.4100000000001,4,2,3,423,0,At Risk
13760,54,2,286.79,3,2,2,322,0,At Risk
13761,50,2,1070.65,3,2,4,324,0,At Risk
13762,219,1,306.72,1,1,2,112,2,Lost
13763,63,1,1714.96,3,1,4,314,0,At Risk
13764,71,3,1521.76,3,3,4,334,0,At Risk
13767,2,37,17220.36,5,5,5,555,3,Promising
13769,2,10,2796.51,5,5,5,555,0,At Risk
13771,64,4,2634.45,3,4,5,345,0,At Risk
