CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13271,37,1,217.38,3,1,1,311
13272,31,2,276.56,4,2,2,422
13273,113,1,138.98,2,1,1,211
13276,64,2,590.9300000000001,3,2,3,323
13277,16,4,258.4,4,4,2,442
13278,41,1,542.73,3,1,3,313
13279,78,1,137.75,2,1,1,211
13280,122,3,814.86,2,3,3,233
13282,18,3,1132.14,4,3,4,434
13283,60,2,93.66,3,2,1,321
13284,331,1,201.19,1,1,1,111
13285,23,4,2709.12,4,4,5,445
13291,156,1,361.11,2,1,2,212
13292,39,2,578.94,3,2,3,323
13294,190,2,873.74,1,2,3,123
13295,360,1,201.20000000000002,1,1,1,111
13296,137,1,87.4,2,1,1,211
13297,8,4,2089.85,5,4,5,545
13298,1,1,360.0,5,1,2,512
13299,268,1,142.5,1,1,1,111
13300,169,1,371.89,2,1,2,212
13301,104,4,618.09,2,4,3,243
13302,155,1,63.75,2,1,1,211
13304,351,1,300.42,1,1,2,112
13305,4,10,2000.86,5,5,4,554
13307,120,1,15.0,2,1,1,211
13308,23,3,1385.51,4,3,4,434
13309,7,5,1456.79,5,4,4,544
13310,28,3,1132.03,4,3,4,434
13311,4,2,598.57,5,2,3,523
13313,22,5,1555.3200000000002,4,4,4,444
13314,2,3,775.94,5,3,3,533
13316,37,4,5977.73,3,4,5,345
13317,66,6,2273.68,3,5,5,355
13318,1,3,640.76,5,3,3,533
13319,5,26,10845.550000000001,5,5,5,555
13320,78,4,1548.7,2,4,4,244
13321,72,2,567.36,3,2,3,323
13322,17,1,199.48000000000002,4,1,1,411
13323,3,5,787.85,5,4,3,543
13324,36,10,7121.95,3,5,5,355
13325,82,1,675.3,2,1,3,213
13327,39,8,3627.77,3,5,5,355
13328,316,1,1308.48,1,1,4,114
13329,32,2,789.0,4,2,3,423
13330,93,3,1140.93,2,3,4,234
13332,14,1,350.90000000000003,4,1,2,412
13334,82,3,3536.82,2,3,5,235
13336,77,1,795.12,2,1,3,213
13338,158,1,487.02,2,1,2,212
13339,201,1,860.12,1,1,3,113
13340,45,7,10736.48,3,5,5,355
13341,261,1,775.85,1,1,3,113
13343,178,1,353.43,2,1,2,212
13344,68,3,2543.7200000000003,3,3,5,335
13345,288,1,389.5,1,1,2,112
13347,70,1,341.36,3,1,2,312
13348,64,1,233.76000000000002,3,1,1,311
13349,11,1,247.32,5,1,1,511
13350,16,2,979.12,4,2,4,424
13351,66,1,373.94,3,1,2,312
13352,60,1,397.98,3,1,2,312
13354,71,1,743.53,3,1,3,313
13355,122,1,674.7,2,1,3,213
13356,80,1,768.24,2,1,3,213
13357,257,1,609.95,1,1,3,113
13358,269,1,439.03000000000003,1,1,2,112
13359,64,1,439.56,3,1,2,312
13362,9,4,3090.7400000000002,5,4,5,545
13363,18,2,992.5,4,2,4,424
13364,71,1,134.96,3,1,1,311
13365,34,2,2225.37,3,2,5,325
13366,50,1,56.16,3,1,1,311
13368,257,2,623.4,1,2,3,123
13369,366,1,308.28000000000003,1,1,2,112
13370,372,1,754.87,1,1,3,113
13372,90,1,378.64,2,1,2,212
13373,61,3,3312.25,3,3,5,335
13375,89,1,778.65,2,1,3,213
13376,99,3,1019.76,2,3,4,234
13379,26,3,572.56,4,3,3,433
13381,32,6,3639.31,4,5,5,455
13382,281,1,222.99,1,1,1,111
13384,31,7,4151.93,4,5,5,455
13385,330,1,534.57,1,1,3,113
13388,131,2,677.1,2,2,3,223
13389,11,3,797.96,5,3,3,533
13390,75,1,544.08,2,1,3,213
13391,204,1,59.8,1,1,1,111
13394,2,8,2520.02,5,5,5,555
13395,185,1,307.72,1,1,2,112
13396,29,2,1360.99,4,2,4,424
13397,73,5,1544.13,2,4,4,244
13398,192,1,457.34000000000003,1,1,2,112
13402,127,2,621.23,2,2,3,223
13403,18,1,75.0,4,1,1,411
13404,1,2,252.49,5,2,2,522
13405,74,3,572.451,2,3,3,233
13408,2,62,28117.04,5,5,5,555
13410,24,5,1003.06,4,4,4,444
13411,107,1,213.55,2,1,1,211
13414,134,3,1390.5,2,3,4,234
13416,44,2,712.5,3,2,3,323
13417,5,2,640.83,5,2,3,523
13418,12,18,6127.43,5,5,5,555
13419,64,1,221.06,3,1,1,311
13420,150,2,159.85,2,2,1,221
13421,40,2,1851.08,3,2,4,324
13422,64,1,2626.3,3,1,5,315
13425,108,3,1624.21,2,3,4,234
13426,1,10,3641.32,5,5,5,555
13427,19,3,582.6,4,3,3,433
13428,10,1,218.47,5,1,1,511
13429,11,4,1006.8,5,4,4,544
13430,19,2,679.45,4,2,3,423
13431,67,2,1269.1,3,2,4,324
13434,74,2,534.24,2,2,3,223
13435,5,7,3809.89,5,5,5,555
13436,2,1,196.89,5,1,1,511
13437,14,7,3408.06,4,5,5,455
13439,255,1,283.71,1,1,2,112
13441,92,1,296.64,2,1,2,212
13447,23,3,1129.14,4,3,4,434
13448,17,6,3539.3700000000003,4,5,5,455
13449,24,1,291.88,4,1,2,412
13450,27,6,2043.72,4,5,4,454
13451,26,5,2976.15,4,4,5,445
13452,259,2,590.0,1,2,3,123
13453,166,2,356.98,2,2,2,222
13455,25,2,1058.34,4,2,4,424
13456,18,6,1766.72,4,5,4,454
13458,7,14,9646.57,5,5,5,555
13460,29,2,183.44,4,2,1,421
13461,39,3,1445.0,3,3,4,334
13462,253,1,151.5,1,1,1,111
13464,58,1,674.68,3,1,3,313
13466,184,1,307.90000000000003,1,1,2,112
13467,11,2,1083.71,5,2,4,524
13468,2,37,5704.97,5,5,5,555
13470,99,2,165.0,2,2,1,221
13471,1,4,2531.58,5,4,5,545
13473,61,2,422.64,3,2,2,322
13474,236,1,229.59,1,1,1,111
13475,191,4,1431.78,1,4,4,144
13476,179,2,1238.47,2,2,4,224
13477,38,6,1454.58,3,5,4,354
13479,201,2,300.95,1,2,2,122
13481,46,5,1804.56,3,4,4,344
13482,232,1,184.64000000000001,1,1,1,111
13483,66,1,140.34,3,1,1,311
13484,241,1,313.8,1,1,2,112
13485,233,1,454.24,1,1,2,112
13486,78,3,1122.41,2,3,4,234
13487,58,3,575.4,3,3,3,333
13488,17,13,8968.31,4,5,5,455
13489,105,4,449.52,2,4,2,242
13491,52,10,1215.82,3,5,4,354
13492,136,3,1269.84,2,3,4,234
13493,275,2,618.63,1,2,3,123
13494,312,1,316.26000000000005,1,1,2,112
13495,8,5,2044.8700000000001,5,4,4,544
13496,11,2,653.33,5,2,3,523
13497,283,2,348.05,1,2,2,122
13499,18,5,1159.1100000000001,4,4,4,444
13500,23,3,1166.77,4,3,4,434
13501,288,1,1340.32,1,1,4,114
13502,17,3,292.0,4,3,2,432
13503,71,1,216.85,3,1,1,311
13504,64,1,295.93,3,1,2,312
13505,73,4,4393.63,2,4,5,245
13506,316,2,458.52,1,2,2,122
13507,3,4,2479.16,5,4,5,545
13508,244,1,110.97,1,1,1,111
13509,9,7,979.72,5,5,4,554
13510,1,4,1791.56,5,4,4,544
13512,261,1,251.21,1,1,2,112
13513,127,1,205.1,2,1,1,211
13514,74,1,152.20000000000002,2,1,1,211
13515,73,4,891.12,2,4,3,243
13516,21,3,1389.41,4,3,4,434
13517,60,3,2128.42,3,3,5,335
13518,86,1,659.44,2,1,3,213
13519,78,1,122.75,2,1,1,211
13520,59,6,3624.35,3,5,5,355
13521,1,3,1093.65,5,3,4,534
13522,30,1,125.80000000000001,4,1,1,411
13523,33,5,3964.88,4,4,5,445
13524,41,5,680.1800000000001,3,4,3,343
13525,15,2,628.78,4,2,3,423
13527,34,7,2287.51,3,5,5,355
13529,79,2,307.76,2,2,2,222
13531,205,2,483.8,1,2,2,122
13532,34,1,210.31,3,1,1,311
13533,183,3,270.79,1,3,2,132
13534,2,25,5870.08,5,5,5,555
13536,1,7,3448.29,5,5,5,555
13538,43,7,1280.85,3,5,4,354
13539,86,3,631.34,2,3,3,233
13544,40,2,291.41,3,2,2,322
13546,12,3,626.99,5,3,3,533
13548,96,2,682.41,2,2,3,223
13549,26,7,918.2,4,5,3,453
13551,319,1,91.80000000000001,1,1,1,111
13552,66,12,3740.07,3,5,5,355
13555,74,4,4149.28,2,4,5,245
13557,28,2,584.0600000000001,4,2,3,423
13558,6,4,605.06,5,4,3,543
13560,7,1,174.37,5,1,1,511
13561,216,1,141.85999999999999,1,1,1,111
13562,82,3,1799.3300000000002,2,3,4,234
13563,84,2,777.53,2,2,3,223
13564,144,3,1749.02,2,3,4,234
13565,19,2,240.22,4,2,1,421
13566,41,2,874.71,3,2,3,323
13568,173,1,192.85,2,1,1,211
13569,17,2,373.75,4,2,2,422
13570,243,1,239.49,1,1,1,111
13571,13,12,2092.32,5,5,5,555
13572,206,1,1384.25,1,1,4,114
13573,50,2,294.40000000000003,3,2,2,322
13575,23,5,732.07,4,4,3,443
13576,10,18,6717.34,5,5,5,555
13577,25,4,1687.6000000000001,4,4,4,444
13579,15,2,467.04,4,2,2,422
13581,309,1,118.0,1,1,1,111
13583,156,1,781.03,2,1,3,213
13584,307,1,142.4,1,1,1,111
13587,64,1,712.4,3,1,3,313
13588,16,9,2478.95,4,5,5,455
13589,15,2,379.65,4,2,2,422
13590,11,6,1981.92,5,5,4,554
13591,65,3,1117.13,3,3,4,334
13592,36,4,247.95999999999998,3,4,1,341
13593,108,5,2037.0800000000002,2,4,4,244
13594,53,1,396.97,3,1,2,312
13596,6,2,697.04,5,2,3,523
13598,47,1,180.17000000000002,3,1,1,311
13599,1,21,5153.67,5,5,5,555
13600,312,1,219.52,1,1,1,111
13601,45,2,693.32,3,2,3,323
13602,65,1,428.89,3,1,2,312
13603,26,1,164.34,4,1,1,411
13606,29,3,280.54,4,3,2,432
13607,40,1,678.01,3,1,3,313
13610,12,7,1131.88,5,5,4,554
13611,89,3,1171.8,2,3,4,234
13614,24,4,1610.46,4,4,4,444
13615,319,1,417.69,1,1,2,112
13617,40,3,544.18,3,3,3,333
13618,174,1,177.34,2,1,1,211
13621,117,1,213.85,2,1,1,211
13623,31,5,747.78,4,4,3,443
13626,253,1,257.23,1,1,2,112
13627,59,5,1638.47,3,4,4,344
13629,23,11,7792.36,4,5,5,455
13630,5,7,2031.78,5,5,4,554
13631,100,11,3070.42,2,5,5,255
13632,25,5,2121.27,4,4,5,445
13634,33,5,1575.16,4,4,4,444
13635,68,1,1071.03,3,1,4,314
13636,37,5,949.12,3,4,4,344
13637,52,3,810.5,3,3,3,333
13638,16,1,122.64,4,1,1,411
13639,74,1,1033.34,2,1,4,214
13642,216,1,354.8,1,1,2,112
13643,31,3,519.44,4,3,3,433
13644,16,4,2624.26,4,4,5,445
13645,120,1,252.1,2,1,2,212
13647,10,4,1678.1200000000001,5,4,4,544
13649,257,2,346.6,1,2,2,122
13650,17,6,1836.3400000000001,4,5,4,454
13651,35,2,94.2,3,2,1,321
13652,46,3,1095.08,3,3,4,334
13654,43,6,2707.33,3,5,5,355
13655,114,2,932.97,2,2,3,223
13656,165,2,379.65,2,2,2,222
13657,11,2,382.14,5,2,2,522
13658,10,5,2639.17,5,4,5,545
13659,206,2,1573.2,1,2,4,124
13662,86,3,897.76,2,3,3,233
13663,179,1,189.47,2,1,1,211
13666,60,3,84.65,3,3,1,331
13667,149,1,305.02,2,1,2,212
13668,3,21,6363.59,5,5,5,555
13669,51,2,218.55,3,2,1,321
13670,75,1,349.7,2,1,2,212
13672,301,2,186.39000000000001,1,2,1,121
13673,19,2,396.92,4,2,2,422
13675,151,2,486.82000000000005,2,2,2,222
13678,152,1,232.6,2,1,1,211
13680,1,4,3722.42,5,4,5,545
13681,18,4,827.83,4,4,3,443
13682,187,1,59.5,1,1,1,111
13684,286,1,67.23,1,1,1,111
13685,3,7,3119.44,5,5,5,555
13686,183,1,72.0,1,1,1,111
13689,63,1,910.0,3,1,3,313
13690,59,1,172.25,3,1,1,311
13692,25,3,1488.32,4,3,4,434
13694,4,50,65039.62,5,5,5,555
13695,31,15,2504.13,4,5,5,455
13697,39,1,151.3,3,1,1,311
13699,155,1,308.58000000000004,2,1,2,212
13700,26,10,2265.12,4,5,5,455
13703,318,1,99.5,1,1,1,111
13704,5,9,2308.06,5,5,5,555
13705,8,3,711.86,5,3,3,533
13706,303,1,330.79,1,1,2,112
13707,267,2,806.41,1,2,3,123
13708,271,1,296.88,1,1,2,112
13709,4,13,6328.05,5,5,5,555
13710,32,1,180.48,4,1,1,411
13711,219,2,252.06,1,2,2,122
13712,247,1,228.84,1,1,1,111
13715,281,5,1079.34,1,4,4,144
13716,269,1,138.28,1,1,1,111
13717,32,6,1445.01,4,5,4,454
13718,246,2,306.55,1,2,2,122
13719,15,5,1041.68,4,4,4,444
13720,117,4,799.9,2,4,3,243
13721,36,1,524.14,3,1,3,313
13722,132,3,2375.41,2,3,5,235
13723,217,1,199.85000000000002,1,1,1,111
13725,50,8,1980.56,3,5,4,354
13726,39,2,1079.66,3,2,4,324
13727,29,2,333.48,4,2,2,422
13728,37,6,1016.14,3,5,4,354
13730,136,2,752.6,2,2,3,223
13731,219,2,610.59,1,2,3,123
13732,28,1,491.86,4,1,3,413
13735,25,4,2885.2400000000002,4,4,5,445
13736,5,2,731.9,5,2,3,523
13737,200,1,339.6,1,1,2,112
13739,18,1,216.9,4,1,1,411
13740,241,1,350.75,1,1,2,112
13741,72,3,668.4300000000001,3,3,3,333
13742,17,12,3131.02,4,5,5,455
13743,3,7,1341.6,5,5,4,554
13744,95,2,1156.36,2,2,4,224
13745,162,1,300.04,2,1,2,212
13747,374,1,79.6,1,1,1,111
13748,96,5,948.25,2,4,4,244
13750,54,5,1647.26,3,4,4,344
13751,288,1,296.25,1,1,2,112
13752,124,6,1186.28,2,5,4,254
13753,288,1,741.26,1,1,3,113
13754,152,2,282.6,2,2,2,222
13755,4,9,2161.35,5,5,5,555
13756,2,14,5189.52,5,5,5,555
13758,12,7,3190.55,5,5,5,555
13759,33,2,659.4100000000001,4,2,3,423
13760,54,2,286.79,3,2,2,322
13761,50,2,1070.65,3,2,4,324
13762,219,1,306.72,1,1,2,112
13763,63,1,1714.96,3,1,4,314
13764,71,3,1521.76,3,3,4,334
13767,2,37,17220.36,5,5,5,555
13769,2,10,2796.51,5,5,5,555
13771,64,4,2634.45,3,4,5,345
13772,34,3,1132.13,3,3,4,334
13774,82,1,345.0,2,1,2,212
13777,1,33,25977.16,5,5,5,555
13778,103,1,178.7,2,1,1,211
13780,7,2,360.01,5,2,2,522
13781,251,1,127.84,1,1,1,111
13782,13,6,912.0,5,5,3,553
13784,10,11,2462.79,5,5,5,555
13786,367,1,230.4,1,1,1,111
13787,76,2,309.04,2,2,2,222
13790,4,1,348.79999999999995,5,1,2,512
13791,128,2,1516.0,2,2,4,224
13792,66,2,195.55,3,2,1,321
13798,1,57,37153.85,5,5,5,555
13799,117,2,688.86,2,2,3,223
13800,310,1,558.32,1,1,3,113
13801,67,1,324.8,3,1,2,312
13802,139,3,4599.42,2,3,5,235
13803,255,1,277.07,1,1,2,112
13804,31,7,2635.79,4,5,5,455
13805,52,2,924.5999999999999,3,2,3,323
13806,64,1,256.38,3,1,2,312
13807,367,1,112.6,1,1,1,111
13808,6,5,1747.66,5,4,4,544
13809,305,1,155.05,1,1,1,111
13810,29,3,1499.01,4,3,4,434
13811,184,3,814.5,1,3,3,133
13812,42,3,539.0,3,3,3,333
13813,40,4,1366.8600000000001,3,4,4,344
13814,92,2,1579.12,2,2,4,224
13815,22,4,4027.36,4,4,5,445
13816,24,2,571.6700000000001,4,2,3,423
13817,29,2,382.98,4,2,2,422
13819,302,3,1140.35,1,3,4,134
13821,145,2,385.64,2,2,2,222
13822,6,2,632.0,5,2,3,523
13823,19,2,957.66,4,2,4,424
13824,33,5,1698.94,4,4,4,444
13826,176,1,189.5,2,1,1,211
13827,58,3,412.05,3,3,2,332
13828,22,1,209.49,4,1,1,411
13831,16,6,2202.99,4,5,5,455
13832,19,1,52.2,4,1,1,411
13833,159,1,384.8,2,1,2,212
13835,25,4,834.57,4,4,3,443
13837,212,2,271.24,1,2,2,122
13838,6,4,691.73,5,4,3,543
13841,253,1,85.0,1,1,1,111
13842,59,9,3385.62,3,5,5,355
13844,11,1,361.62,5,1,2,512
13845,65,1,312.98,3,1,2,312
13846,25,3,865.0600000000001,4,3,3,433
13848,92,3,1255.0,2,3,4,234
13849,52,2,1537.95,3,2,4,324
13850,129,1,1595.48,2,1,4,214
13851,96,3,2651.46,2,3,5,235
13853,57,1,1090.1399999999999,3,1,4,314
13854,9,25,8109.5199999999995,5,5,5,555
13856,169,3,388.5,2,3,2,232
13858,57,1,216.17000000000002,3,1,1,311
13859,326,1,201.16,1,1,1,111
13860,1,5,1245.9,5,4,4,544
13862,18,8,2209.36,4,5,5,455
13863,248,1,305.78,1,1,2,112
13865,58,4,501.56,3,4,3,343
13866,74,1,145.67,2,1,1,211
13867,31,3,1015.29,4,3,4,434
13868,7,2,3192.54,5,2,5,525
13869,123,4,3104.9500000000003,2,4,5,245
13870,2,8,2770.94,5,5,5,555
13871,23,13,6403.25,4,5,5,455
13873,120,3,389.6,2,3,2,232
13874,358,1,540.45,1,1,3,113
13875,54,5,1786.79,3,4,4,344
13876,64,1,122.7,3,1,1,311
13877,86,1,117.24,2,1,1,211
13878,55,1,1281.53,3,1,4,314
13880,21,13,3219.77,4,5,5,455
13881,4,20,17159.52,5,5,5,555
13882,3,5,1191.13,5,4,4,544
13883,11,5,2674.48,5,4,5,545
13884,7,5,787.6,5,4,3,543
13885,189,2,506.8,1,2,3,123
13886,71,1,243.56,3,1,1,311
13887,204,1,349.55,1,1,2,112
13888,120,2,605.63,2,2,3,223
13889,93,1,416.90000000000003,2,1,2,212
13890,1,10,1883.81,5,5,4,554
13892,27,4,632.97,4,4,3,443
13893,298,1,821.1,1,1,3,113
13894,24,3,564.62,4,3,3,433
13895,28,4,2593.07,4,4,5,445
13897,50,1,311.16,3,1,2,312
13898,326,1,155.93,1,1,1,111
13899,16,2,388.52,4,2,2,422
13900,183,3,740.95,1,3,3,133
13901,72,5,2867.2000000000003,3,4,5,345
13904,37,2,332.64,3,2,2,322
13908,80,4,2369.55,2,4,5,245
13911,57,9,2580.91,3,5,5,355
13914,12,2,626.45,5,2,3,523
13917,50,2,272.04,3,2,2,322
13918,50,2,1212.8400000000001,3,2,4,324
13919,59,2,384.81,3,2,2,322
13922,352,1,172.25,1,1,1,111
13923,54,1,351.13,3,1,2,312
13924,2,6,1838.8500000000001,5,5,4,554
13925,93,4,678.25,2,4,3,243
13926,23,1,223.85000000000002,4,1,1,411
13927,75,1,348.99,2,1,2,212
13928,11,4,464.57,5,4,2,542
13929,169,2,842.65,2,2,3,223
13930,58,2,337.34,3,2,2,322
13931,96,2,1237.53,2,2,4,224
13932,295,1,307.4,1,1,2,112
13933,109,2,608.79,2,2,3,223
13934,264,1,922.1,1,1,3,113
13936,180,1,376.58,1,1,2,112
13937,169,1,158.85,2,1,1,211
13938,35,1,71.66,3,1,1,311
13939,23,3,568.55,4,3,3,433
13940,17,4,839.14,4,4,3,443
13941,22,5,5112.96,4,4,5,445
13946,79,3,561.57,2,3,3,233
13947,65,1,90.60000000000001,3,1,1,311
13948,361,1,102.0,1,1,1,111
13949,3,6,2427.32,5,5,5,555
13950,11,4,745.0600000000001,5,4,3,543
13951,176,3,674.45,2,3,3,233
13952,218,2,3251.071,1,2,5,125
13953,7,7,3515.68,5,5,5,555
13954,2,2,439.92,5,2,2,522
13955,154,2,322.96,2,3,2,232
13956,5,5,1026.42,5,4,4,544
13959,79,3,598.2,2,3,3,233
13960,21,2,230.22,4,3,1,431
13962,22,2,169.54999999999998,4,3,1,431
13963,308,4,664.54,1,4,3,143
13967,146,1,80.7,2,1,1,211
13969,7,18,9053.94,5,5,5,555
13971,19,8,2758.26,4,5,5,455
13972,71,2,190.25,3,3,1,331
13973,287,1,264.7,1,1,2,112
13974,49,1,413.59000000000003,3,1,2,312
13975,31,6,2526.28,4,5,5,455
13976,207,1,357.98,1,1,2,112
13978,15,2,196.79,4,3,1,431
13979,73,1,869.87,2,1,3,213
13980,60,1,200.14,3,1,1,311
13982,39,4,1871.81,3,4,4,344
13983,30,12,2603.43,4,5,5,455
13984,27,5,920.51,4,4,3,443
13985,4,15,7060.13,5,5,5,555
13986,17,1,320.46,4,1,2,412
13988,20,6,4147.96,4,5,5,455
13989,66,2,1266.08,3,3,4,334
13990,213,1,311.3,1,1,2,112
13991,12,6,855.97,5,5,3,553
13992,30,1,76.8,4,1,1,411
13993,43,9,3466.36,3,5,5,355
13994,4,6,2313.14,5,5,5,555
13995,15,5,1393.69,4,4,4,444
13999,10,12,3901.81,5,5,5,555
14000,211,1,635.66,1,1,3,113
14001,46,3,2043.0800000000002,3,3,4,334
14002,134,2,529.73,2,3,3,233
14004,43,7,4582.64,3,5,5,355
14005,10,5,2874.72,5,4,5,545
14006,116,3,962.19,2,3,4,234
14009,198,2,695.61,1,3,3,133
14012,278,1,328.8,1,1,2,112
14013,110,3,473.02,2,3,2,232
14014,77,1,505.18,2,1,3,213
14015,53,1,917.34,3,1,3,313
14016,162,4,4341.21,2,4,5,245
14019,47,3,1421.6100000000001,3,3,4,334
14020,17,2,642.8,4,3,3,433
14021,155,3,631.9,2,3,3,233
14022,225,1,440.0,1,1,2,112
14023,7,2,584.07,5,3,3,533
14024,122,2,327.7,2,3,2,232
14027,61,1,104.82,3,1,1,311
14029,63,2,467.66,3,3,2,332
14030,18,8,2360.09,4,5,5,455
14031,7,19,17286.86,5,5,5,555
14032,2,11,2975.59,5,5,5,555
14034,22,3,651.8199999999999,4,3,3,433
14035,29,5,1428.02,4,4,4,444
14036,285,1,626.65,1,1,3,113
14037,176,2,147.20000000000002,2,3,1,231
14038,78,3,1560.38,2,3,4,234
14039,33,1,152.2,4,1,1,411
14040,41,12,3614.92,3,5,5,355
14041,266,1,141.41,1,1,1,111
14044,27,4,652.82,4,4,3,443
14045,109,4,1659.75,2,4,4,244
14046,284,1,154.99,1,1,1,111
14047,9,5,1308.6100000000001,5,4,4,544
14048,305,1,409.93,1,1,2,112
14049,17,4,5681.72,4,4,5,445
14050,32,2,746.36,4,3,3,433
14051,1,23,15610.390000000001,5,5,5,555
14052,20,1,225.35999999999999,4,1,1,411
14053,124,2,260.25,2,3,2,232
14054,65,1,92.46000000000001,3,1,1,311
14055,106,1,725.6400000000001,2,1,3,213
14056,1,23,8214.65,5,5,5,555
14057,24,17,6217.96,4,5,5,455
14059,267,1,183.6,1,1,1,111
14060,5,19,6140.42,5,5,5,555
14062,10,12,10464.85,5,5,5,555
14064,29,5,1353.74,4,4,4,444
14066,267,1,152.55,1,1,1,111
14067,64,2,374.7,3,3,2,332
14068,320,1,265.85,1,1,2,112
14071,4,8,1438.82,5,5,4,554
14073,32,1,151.04,4,1,1,411
14075,5,3,942.26,5,3,3,533
14076,129,1,122.47,2,1,1,211
14077,41,5,499.42,3,4,3,343
14078,102,6,1049.37,2,5,4,254
14079,125,1,375.1,2,1,2,212
14080,33,1,45.599999999999994,4,1,1,411
14081,302,2,934.52,1,3,3,133
14082,365,1,182.25,1,1,1,111
14083,4,9,1018.43,5,5,4,554
14085,2,18,4448.54,5,5,5,555
14087,3,1,194.42,5,1,1,511
14088,10,13,50491.81,5,5,5,555
14089,57,1,161.0,3,1,1,311
14090,325,1,76.32000000000001,1,1,1,111
14092,8,14,4076.9100000000003,5,5,5,555
14093,12,1,442.85,5,1,2,512
14096,4,17,65164.79,5,5,5,555
14098,37,1,147.35,3,1,1,311
14099,16,11,3104.17,4,5,5,455
14100,138,1,194.9,2,1,1,211
14101,74,6,5976.79,2,5,5,255
14102,5,5,1360.28,5,4,4,544
14104,155,2,216.21,2,3,1,231
14105,239,1,1266.23,1,1,4,114
14107,52,7,2703.23,3,5,5,355
14108,31,2,597.91,4,3,3,433
14109,73,1,144.2,2,1,1,211
14110,4,12,5683.15,5,5,5,555
14111,14,4,692.85,4,4,3,443
14112,23,7,2915.15,4,5,5,455
14113,4,4,1840.42,5,4,4,544
14114,274,2,386.53,1,3,2,132
14116,20,5,1382.74,4,4,4,444
14117,144,1,90.0,2,1,1,211
14121,4,4,2780.15,5,4,5,545
14124,84,1,419.58,2,1,2,212
14125,11,3,2740.43,5,3,5,535
14126,8,3,706.1300000000001,5,3,3,533
14127,123,3,709.71,2,3,3,233
14128,61,2,637.5,3,3,3,333
14129,2,5,1123.8600000000001,5,4,4,544
14130,319,1,483.86,1,1,2,112
14132,2,11,3586.03,5,5,5,555
14133,130,3,605.64,2,3,3,233
14135,2,15,4690.31,5,5,5,555
14138,2,2,982.38,5,3,4,534
14139,46,1,415.82,3,1,2,312
14140,4,2,935.05,5,3,3,533
14141,3,4,915.13,5,4,3,543
14142,373,1,311.81,1,1,2,112
14143,134,1,115.8,2,1,1,211
14145,47,4,3742.2,3,4,5,345
14146,9,5,4191.0,5,4,5,545
14147,78,2,483.4,2,3,2,232
14148,234,1,157.2,1,1,1,111
14149,221,1,446.62,1,1,2,112
14150,36,2,658.64,3,3,3,333
14152,75,2,621.29,2,3,3,233
14154,239,2,1345.62,1,3,4,134
14155,266,1,118.75,1,1,1,111
14156,10,55,117379.63,5,5,5,555
14157,20,2,432.88,4,3,2,432
14158,40,1,507.65999999999997,3,1,3,313
14159,20,11,4693.01,4,5,5,455
14161,216,3,1110.52,1,3,4,134
14162,174,2,289.36,2,3,2,232
14163,87,4,2445.91,2,4,5,245
14164,71,2,1631.77,3,3,4,334
14165,276,1,122.53999999999999,1,1,1,111
14167,39,4,574.84,3,4,3,343
14171,98,1,363.79,2,1,2,212
14173,11,4,450.84,5,4,2,542
14174,33,1,134.46,4,1,1,411
14175,60,3,3222.3,3,3,5,335
14176,297,4,576.9000000000001,1,4,3,143
14177,86,4,559.41,2,4,3,243
14178,9,7,1620.93,5,5,4,554
14179,41,2,719.78,3,3,3,333
14180,11,25,4748.52,5,5,5,555
14184,67,1,452.89,3,1,2,312
14185,331,1,197.65,1,1,1,111
14188,31,6,2054.36,4,5,4,454
14189,2,15,4654.08,5,5,5,555
14191,2,13,4684.76,5,5,5,555
14193,68,2,853.39,3,3,3,333
14194,5,21,11349.52,5,5,5,555
14195,202,2,1012.0,1,3,4,134
14196,107,1,335.52,2,1,2,212
14198,18,4,701.4,4,4,3,443
14199,218,1,185.39999999999998,1,1,1,111
14201,60,7,747.44,3,5,3,353
14204,2,1,161.03,5,1,1,511
14205,17,2,466.7,4,3,2,432
14206,239,1,328.15999999999997,1,1,2,112
14208,95,1,151.74,2,1,1,211
14209,11,6,2073.43,5,5,5,555
14210,106,6,1905.8400000000001,2,5,4,254
14211,53,9,2241.1,3,5,5,355
14212,90,1,1070.48,2,1,4,214
14214,31,5,1004.38,4,4,4,444
14215,12,6,1789.72,5,5,4,554
14216,3,4,1839.3,5,4,4,544
14217,2,17,2004.98,5,5,4,554
14218,43,1,169.48000000000002,3,1,1,311
14219,4,1,89.94,5,1,1,511
14220,247,2,632.4000000000001,1,3,3,133
14221,42,9,3432.8,3,5,5,355
14222,177,1,683.17,2,1,3,213
14223,92,3,991.13,2,3,4,234
14224,110,4,1050.1200000000001,2,4,4,244
14226,29,5,2232.19,4,4,5,445
14227,26,10,3350.96,4,5,5,455
14229,52,3,1547.2,3,3,4,334
14231,184,3,925.71,1,3,3,133
14232,43,5,2048.07,3,4,4,344
14233,49,4,1462.72,3,4,4,344
14234,22,4,775.46,4,4,3,443
14235,75,5,3144.86,2,4,5,245
14236,81,2,490.86,2,3,3,233
14237,373,1,161.0,1,1,1,111
14238,326,1,146.85,1,1,1,111
14239,43,11,2380.85,3,5,5,355
14240,30,2,890.34,4,3,3,433
14241,184,1,213.70000000000002,1,1,1,111
14242,235,2,280.55,1,3,2,132
14243,9,10,2588.77,5,5,5,555
14245,220,2,1693.45,1,3,4,134
